Time,ActuatorDispl Command,ActuatorDispl,AD6 VicGauge0,AD7 VicGauge1,Load,Strain (Gauge0),Strain (Gauge1),Engr. Stress,,Specimen,LTA01,
47.113281,1.3648316,1.3719649,0.21435194,0.18705742,390.00491,2.1435194,0.089087689,367.7060946,,,,
47.133301,1.3638306,1.3711576,0.21469964,0.18707825,387.81241,2.1469964,0.089097609,365.6389524,,,,
47.15332,1.3628297,1.3700674,0.21375306,0.18738544,385.45245,2.1375306,0.089243911,363.4139248,,,,
47.17334,1.3618287,1.3690145,0.21370715,0.18710195,382.97083,2.1370715,0.089108897,361.0741933,,,,
47.193359,1.3608277,1.3680843,0.21371233,0.18643242,380.68719,2.1371233,0.088790027,358.921122,,,,
47.213379,1.3598267,1.3671455,0.21373209,0.18643828,378.31,2.1373209,0.088792818,356.6798496,,,,
47.233398,1.3588257,1.3663011,0.21372826,0.18642244,376.04865,2.1372826,0.088785274,354.5477939,,,,
47.253418,1.3578248,1.3651901,0.21373966,0.18641892,373.72409,2.1373966,0.088783598,352.3561424,,,,
47.273438,1.3568238,1.3641078,0.21314992,0.18678202,371.47272,2.1314992,0.088956527,350.2334961,,,,
47.293457,1.3558228,1.3632853,0.21283576,0.18674536,369.08224,2.1283576,0.088939067,347.9796935,,,,
47.313477,1.3548218,1.362398,0.21281487,0.18612333,366.69186,2.1281487,0.08864282,345.7259852,,,,
47.333496,1.3538208,1.3612268,0.21284631,0.18605238,364.53024,2.1284631,0.08860903,343.6879574,,,,
47.353516,1.3528199,1.3603023,0.2128707,0.18612981,362.28394,2.128707,0.088645907,341.5700913,,,,
47.373535,1.3518189,1.359406,0.21282968,0.1855095,360.01086,2.1282968,0.088350479,339.4269763,,,,
47.393555,1.3508179,1.3584409,0.21283342,0.18554316,357.69559,2.1283342,0.08836651,337.2440836,,,,
47.413574,1.3498169,1.3572482,0.21250549,0.18578449,355.45282,2.1250549,0.088481445,335.1295456,,,,
47.433594,1.3488159,1.3565611,0.21228087,0.18586002,353.4274,2.1228087,0.088517417,333.2199304,,,,
47.453613,1.347815,1.35533,0.21219343,0.18524963,351.02951,2.1219343,0.088226713,330.9591415,,,,
47.473633,1.346814,1.3544841,0.21221563,0.18522622,348.90726,2.1221563,0.088215564,328.9582327,,,,
47.493652,1.345813,1.3534144,0.21219589,0.18521728,346.50671,2.1219589,0.088211306,326.6949359,,,,
47.513672,1.344812,1.3525753,0.21224213,0.18551944,344.35529,2.1224213,0.088355213,324.6665249,,,,
47.533691,1.343811,1.351578,0.21162318,0.18402912,342.18695,2.1162318,0.087645435,322.6221614,,,,
47.553711,1.3428102,1.3505986,0.21159707,0.18493202,339.93192,2.1159707,0.088075449,320.4960643,,,,
47.57373,1.3418092,1.3494282,0.21126607,0.18493472,337.78848,2.1126607,0.088076735,318.4751771,,,,
47.59375,1.3408082,1.3486736,0.21127708,0.18491578,335.56366,2.1127708,0.088067714,316.3775628,,,,
47.61377,1.3398072,1.3475542,0.21129555,0.18491071,333.36014,2.1129555,0.0880653,314.3000307,,,,
47.633789,1.3388062,1.3467335,0.21124539,0.18488052,331.07861,2.1124539,0.088050922,312.1489488,,,,
47.653809,1.3378053,1.3456128,0.21068522,0.1845956,328.8338,2.1068522,0.087915226,310.0324875,,,,
47.673828,1.3368043,1.3445966,0.21069081,0.18364552,326.81827,2.1069081,0.087462742,308.1321969,,,,
47.693848,1.3358033,1.3436019,0.21065274,0.18333094,324.7095,2.1065274,0.087312921,306.1439973,,,,
47.713867,1.3348023,1.3428683,0.21065962,0.18327624,322.56451,2.1065962,0.08728687,304.1216487,,,,
47.733887,1.3338013,1.341454,0.21066429,0.18327512,320.16541,2.1066429,0.087286336,301.859719,,,,
47.753906,1.3328004,1.3407378,0.21063811,0.1833604,317.99582,2.1063811,0.087326951,299.8141769,,,,
47.773926,1.3317994,1.3396453,0.21094792,0.18367741,315.81799,2.1094792,0.08747793,297.7608659,,,,
47.793945,1.3307984,1.3387771,0.21038577,0.18329313,313.72705,2.1038577,0.087294914,295.7894769,,,,
47.813965,1.3297974,1.3377297,0.2097201,0.18271887,311.50266,2.097201,0.087021417,293.692268,,,,
47.833984,1.3287964,1.3367851,0.20974101,0.18245371,309.25989,2.0974101,0.086895133,291.5777301,,,,
47.854004,1.3277955,1.3358414,0.20970973,0.18243968,306.99411,2.0970973,0.086888451,289.4414977,,,,
47.874023,1.3267945,1.3349138,0.2097127,0.18243758,305.05722,2.097127,0.086887451,287.6153508,,,,
47.894043,1.3257935,1.333874,0.20970598,0.18236919,302.73102,2.0970598,0.086854879,285.422153,,,,
47.914063,1.3247925,1.3326751,0.20964043,0.18178032,300.48587,2.0964043,0.086574425,283.3053711,,,,
47.934082,1.3237915,1.331861,0.20881203,0.18274942,298.51379,2.0881203,0.087035967,281.4460462,,,,
47.954102,1.3227906,1.3306859,0.20910503,0.1823867,296.35303,2.0910503,0.086863219,279.4088292,,,,
47.974121,1.3217896,1.3298355,0.20908298,0.18239611,294.1077,2.0908298,0.0868677,277.2918776,,,,
47.994141,1.3207886,1.3287345,0.20909832,0.18239734,291.86377,2.0909832,0.086868286,275.1762459,,,,
48.01416,1.3197876,1.3277385,0.20909509,0.18241213,289.86444,2.0909509,0.08687533,273.2912291,,,,
48.03418,1.3187866,1.326916,0.20906511,0.1817863,287.8551,2.0906511,0.086577273,271.3967745,,,,
48.054199,1.3177857,1.325933,0.20817243,0.18182941,285.49799,2.0817243,0.086597804,269.174434,,,,
48.074219,1.3167847,1.3246293,0.20818222,0.18213534,283.34085,2.0818222,0.086743506,267.1406301,,,,
48.094238,1.3157837,1.3238841,0.20815447,0.18209173,281.38675,2.0815447,0.086722737,265.2982572,,,,
48.114258,1.3147827,1.3230572,0.20820469,0.18215379,279.42844,2.0820469,0.086752293,263.451915,,,,
48.134277,1.3137817,1.3219105,0.20812932,0.18209739,277.28378,2.0812932,0.086725432,261.4298775,,,,
48.154297,1.3127809,1.3211153,0.20816696,0.18150425,275.37073,2.0816696,0.086442944,259.6262075,,,,
48.174316,1.3117799,1.3200473,0.2078509,0.18150446,273.20383,2.078509,0.086443044,257.5832016,,,,
48.194336,1.3107789,1.3190678,0.20750853,0.17989086,271.05228,2.0750853,0.085674554,255.554668,,,,
48.214355,1.3097779,1.3178014,0.20724988,0.18052495,269.01566,2.0724988,0.085976544,253.6344933,,,,
48.234375,1.3087769,1.3169878,0.20723253,0.18085837,267.02017,2.0723253,0.086135338,251.7530969,,,,
48.254395,1.307776,1.3160101,0.20729622,0.18087116,264.90961,2.0729622,0.08614143,249.7632097,,,,
48.274414,1.306775,1.3150239,0.20729229,0.180877,262.65509,2.0729229,0.086144211,247.6375935,,,,
48.294434,1.305774,1.3138697,0.20722839,0.18085,260.59201,2.0722839,0.086131352,245.6924716,,,,
48.314453,1.304773,1.3130301,0.20660146,0.1808286,258.69348,2.0660146,0.08612116,243.9024915,,,,
48.334473,1.303772,1.3119013,0.20661369,0.1796224,256.5675,2.0661369,0.085546697,241.8980659,,,,
48.354492,1.3027711,1.3108813,0.20600177,0.18048617,254.53392,2.0600177,0.085958075,239.9807573,,,,
48.374512,1.3017701,1.3100135,0.20602894,0.1798968,252.70784,2.0602894,0.085677382,238.2590848,,,,
48.394531,1.3007691,1.3089997,0.20593829,0.17989111,250.6591,2.0593829,0.085674673,236.327483,,,,
48.414551,1.2997681,1.3080631,0.20599991,0.17989406,248.53888,2.0599991,0.085676078,234.3284881,,,,
48.43457,1.2987671,1.3069921,0.20696434,0.18022206,246.66501,2.0696434,0.08583229,232.561758,,,,
48.45459,1.2977662,1.306145,0.20664936,0.17960709,244.80551,2.0664936,0.085539406,230.8085763,,,,
48.474609,1.2967652,1.3051798,0.20539841,0.17931068,242.86339,2.0539841,0.085398238,228.9774984,,,,
48.494629,1.2957642,1.3041346,0.20536946,0.1792908,240.87302,2.0536946,0.08538877,227.1009293,,,,
48.514648,1.2947632,1.3031449,0.20535773,0.17927173,238.78015,2.0535773,0.085379688,225.1277206,,,,
48.534668,1.2937622,1.3020706,0.20536122,0.17923126,236.88301,2.0536122,0.085360413,223.339051,,,,
48.554688,1.2927613,1.3012154,0.20536023,0.17931029,235.09074,2.0536023,0.085398052,221.6492553,,,,
48.574707,1.2917603,1.3002334,0.2053512,0.17898323,233.00473,2.053512,0.085242287,219.6825145,,,,
48.594727,1.2907593,1.2992114,0.20536318,0.17889431,230.99814,2.0536318,0.085199938,217.7906527,,,,
48.614746,1.2897583,1.2980992,0.20537353,0.17867786,229.01813,2.0537353,0.085096852,215.9238513,,,,
48.634766,1.2887573,1.2972436,0.20536441,0.17865507,227.02809,2.0536441,0.085085998,214.0475932,,,,
48.654785,1.2877564,1.29624,0.20537814,0.17867199,225.00533,2.0537814,0.085094056,212.140486,,,,
48.674805,1.2867554,1.2953227,0.20532149,0.178693,222.98529,2.0532149,0.085104062,210.2359433,,,,
48.694824,1.2857544,1.2939471,0.20505227,0.17901841,220.98993,2.0505227,0.085259042,208.3546694,,,,
48.714844,1.2847534,1.2932185,0.20443441,0.17647439,219.32701,2.0443441,0.084047431,206.7868281,,,,
48.734863,1.2837524,1.2921733,0.20441575,0.17801149,217.27008,2.0441575,0.084779488,204.8475046,,,,
48.754883,1.2827516,1.2912337,0.20445542,0.17840348,215.15688,2.0445542,0.084966176,202.8551283,,,,
48.774902,1.2817506,1.2902632,0.20440428,0.1783489,213.26692,2.0440428,0.084940182,201.0732282,,,,
48.794922,1.2807496,1.2889904,0.2044314,0.17835706,211.29738,2.044314,0.084944068,199.2162981,,,,
48.814941,1.2797486,1.288352,0.20436274,0.17836995,209.52135,2.0436274,0.084950207,197.5418139,,,,
48.834961,1.2787476,1.2870315,0.20402782,0.17804778,207.31938,2.0402782,0.084796771,195.4657431,,,,
48.85498,1.2777467,1.2863007,0.20343733,0.17678453,205.62209,2.0343733,0.084195137,193.8654969,,,,
48.875,1.2767457,1.2851548,0.20344384,0.17708151,203.82404,2.0344384,0.084336577,192.1702517,,,,
48.89502,1.2757447,1.2841539,0.20350689,0.17742038,201.98972,2.0350689,0.084497966,190.4408103,,,,
48.915039,1.2747437,1.283313,0.20348914,0.17738701,200.12346,2.0348914,0.084482074,188.6812551,,,,
48.935059,1.2737427,1.2821012,0.2034767,0.17741553,198.17258,2.034767,0.084495657,186.8419181,,,,
48.955078,1.2727418,1.2810252,0.20350201,0.17709844,196.27779,2.0350201,0.08434464,185.0554641,,,,
48.975098,1.2717408,1.2801485,0.20284346,0.17704891,194.66026,2.0284346,0.084321051,183.5304175,,,,
48.995117,1.2707398,1.2792102,0.20289895,0.17638868,192.74446,2.0289895,0.08400661,181.7241548,,,,
49.015137,1.2697388,1.2781458,0.20256303,0.17620219,190.99055,2.0256303,0.083917793,180.0705259,,,,
49.035156,1.2687378,1.277347,0.20258945,0.17555095,189.20139,2.0258945,0.083607634,178.3836624,,,,
49.055176,1.2677369,1.2762383,0.20256869,0.17559671,187.33235,2.0256869,0.083629428,176.6214862,,,,
49.075195,1.2667359,1.2750536,0.20254478,0.17553544,185.69685,2.0254478,0.083600248,175.0794971,,,,
49.095215,1.2657349,1.2743397,0.20253493,0.17555159,184.06796,2.0253493,0.083607939,173.54374,,,,
49.115234,1.2647339,1.2731448,0.20251507,0.17617604,182.19595,2.0251507,0.083905339,171.7787636,,,,
49.135254,1.2637329,1.2723616,0.20224386,0.17648137,180.69763,2.0224386,0.084050755,170.3661111,,,,
49.155273,1.262732,1.2711444,0.20225285,0.17650323,178.91768,2.0225285,0.084061166,168.687931,,,,
49.175293,1.261731,1.2703441,0.2022423,0.17645821,177.31422,2.022423,0.084039725,167.17615,,,,
49.195313,1.26073,1.2691313,0.20223239,0.17650118,175.39342,2.0223239,0.08406019,165.3651732,,,,
49.215332,1.259729,1.2682257,0.20192465,0.17555602,173.76869,2.0192465,0.083610049,163.8333383,,,,
49.235352,1.258728,1.2671684,0.20161568,0.17549524,172.07753,2.0161568,0.083581102,162.2388716,,,,
49.255371,1.2577271,1.2661992,0.20129888,0.1741185,170.37187,2.0129888,0.082925418,160.630734,,,,
49.275391,1.2567261,1.2651613,0.20128933,0.17437774,168.62309,2.0128933,0.083048883,158.9819417,,,,
49.29541,1.2557251,1.2641317,0.2013181,0.17557818,166.91721,2.013181,0.083620603,157.3735967,,,,
49.31543,1.2547241,1.2632452,0.20127258,0.175596,165.54921,2.0127258,0.08362909,156.0838131,,,,
49.335449,1.2537231,1.2622139,0.20130037,0.17558718,163.7567,2.0130037,0.083624889,154.3937911,,,,
49.355469,1.2527223,1.2609094,0.20129949,0.17557064,162.022,2.0129949,0.083617012,152.7582739,,,,
49.375488,1.2517213,1.2600758,0.20130116,0.17425457,160.65361,2.0130116,0.082990222,151.4681226,,,,
49.395508,1.2507203,1.259187,0.20097202,0.1738773,158.93294,2.0097202,0.082810544,149.8458331,,,,
49.415527,1.2497193,1.2580945,0.20096095,0.17369828,157.18571,2.0096095,0.082725285,148.1985023,,,,
49.435547,1.2487183,1.2570766,0.20098521,0.17365047,155.78409,2.0098521,0.082702515,146.8770209,,,,
49.455566,1.2477174,1.2562339,0.20098594,0.17369169,154.42569,2.0098594,0.082722146,145.5962885,,,,
49.475586,1.2467164,1.2550225,0.20099686,0.17369327,152.66141,2.0099686,0.082722899,143.9328825,,,,
49.495605,1.2457154,1.2540179,0.20037381,0.17398103,150.93466,2.0037381,0.082859947,142.3048606,,,,
49.515625,1.2447144,1.2528543,0.20034489,0.17484276,149.40944,2.0034489,0.083270353,140.8668462,,,,
49.535645,1.2437134,1.2520515,0.20037588,0.1746065,148.05952,2.0037588,0.083157832,139.5941089,,,,
49.555664,1.2427125,1.2508149,0.2003828,0.17460936,146.34563,2.003828,0.083159194,137.9782118,,,,
49.575684,1.2417115,1.2497032,0.2003895,0.17462155,144.88609,2.003895,0.083165,136.602122,,,,
49.595703,1.2407105,1.2489557,0.20066382,0.1746414,143.50034,2.0066382,0.083174453,135.2956033,,,,
49.615723,1.2397095,1.2477702,0.20067906,0.17363437,142.03497,2.0067906,0.082694847,133.9140169,,,,
49.635742,1.2387085,1.2469382,0.19945396,0.17303085,140.55807,1.9945396,0.082407415,132.5215598,,,,
49.655762,1.2377076,1.2458529,0.19974245,0.17249027,139.07538,1.9974245,0.08214996,131.1236436,,,,
49.675781,1.2367066,1.2448846,0.19971597,0.1727359,137.64128,1.9971597,0.082266943,129.7715393,,,,
49.695801,1.2357056,1.2441323,0.19974567,0.17274244,136.17224,1.9974567,0.082270058,128.3864928,,,,
49.71582,1.2347046,1.2428573,0.19977711,0.17273611,134.7198,1.9977711,0.082267043,127.0170971,,,,
49.73584,1.2337036,1.2415479,0.19943628,0.17271103,133.15041,1.9943628,0.082255098,125.5374381,,,,
49.755859,1.2327027,1.2409391,0.19910438,0.17336667,131.99242,1.9910438,0.082567352,124.445657,,,,
49.775879,1.2317017,1.2396078,0.19848795,0.17276549,130.44592,1.9848795,0.082281035,122.9875793,,,,
49.795898,1.2307007,1.2386703,0.19913219,0.17212087,129.07352,1.9913219,0.08197403,121.6936473,,,,
49.815918,1.2296997,1.237648,0.19913392,0.17212006,127.69264,1.9913392,0.081973644,120.3917201,,,,
49.835938,1.2286987,1.2365899,0.19911763,0.17215234,126.33582,1.9911763,0.081989017,119.1124773,,,,
49.855957,1.2276978,1.2356586,0.19910379,0.17214686,124.98717,1.9910379,0.081986408,117.8409373,,,,
49.875977,1.2266968,1.2346506,0.19883272,0.17249224,123.62666,1.9883272,0.082150898,116.5582155,,,,
49.895996,1.2256958,1.2335657,0.1984843,0.17251617,122.19845,1.984843,0.082162295,115.2116644,,,,
49.916016,1.2246948,1.2323203,0.19852164,0.17055757,120.99307,1.9852164,0.081229495,114.0752029,,,,
49.936035,1.2236938,1.2314624,0.1984736,0.17058241,119.69427,1.984736,0.081241325,112.8506627,,,,
49.956055,1.222693,1.2306045,0.19848214,0.170562,118.40302,1.9848214,0.081231605,111.6332409,,,,
49.976074,1.221692,1.2293265,0.19853023,0.17058507,117.0424,1.9853023,0.081242592,110.3504153,,,,
49.996094,1.220691,1.2283809,0.19818746,0.17180258,115.88943,1.9818746,0.081822441,109.2633672,,,,
50.016113,1.21969,1.2273555,0.19759482,0.17180003,114.64136,1.9759482,0.081821227,108.0866566,,,,
50.036133,1.218689,1.2263112,0.19787997,0.17113674,113.32523,1.9787997,0.081505329,106.8457773,,,,
50.056152,1.2176881,1.2251096,0.19791253,0.17150559,112.16774,1.9791253,0.081680997,105.7544676,,,,
50.076172,1.2166871,1.2243143,0.19787481,0.17146529,111.07015,1.9787481,0.081661804,104.7196331,,,,
50.096191,1.2156861,1.2231985,0.1978859,0.17145553,109.68028,1.978859,0.081657156,103.4092299,,,,
50.116211,1.2146851,1.2221502,0.1979188,0.17149729,108.5259,1.979188,0.081677044,102.3208525,,,,
50.13623,1.2136841,1.2212508,0.19725607,0.17149256,107.2999,1.9725607,0.081674792,101.1649499,,,,
50.15625,1.2126832,1.2201117,0.19723773,0.17030841,106.13024,1.9723773,0.08111083,100.0621661,,,,
50.17627,1.2116822,1.2190925,0.1972696,0.17088564,104.75651,1.972696,0.081385741,98.76698008,,,,
50.196289,1.2106812,1.2180347,0.19725324,0.1708506,103.5274,1.9725324,0.081369053,97.60814534,,,,
50.216309,1.2096802,1.217037,0.19730678,0.17085272,102.42933,1.9730678,0.081370062,96.57285829,,,,
50.236328,1.2086792,1.2159454,0.19726989,0.17086756,101.07909,1.9726989,0.08137713,95.29981925,,,,
50.256348,1.2076783,1.2150357,0.19725102,0.17084825,99.996292,1.9725102,0.081367934,94.27893102,,,,
50.276367,1.2066773,1.2137401,0.1969841,0.17116466,98.61985,1.969841,0.081518626,92.98118809,,,,
50.296387,1.2056763,1.2131336,0.19635783,0.17055973,97.610191,1.9635783,0.081230523,92.02925708,,,,
50.316406,1.2046753,1.2119511,0.19665249,0.17024317,96.395737,1.9665249,0.081079759,90.88424038,,,,
50.336426,1.2036743,1.2109301,0.19601634,0.17033565,95.266121,1.9601634,0.081123803,89.81921099,,,,
50.356445,1.2026734,1.2098447,0.19599882,0.17028359,94.071014,1.9599882,0.081099009,88.69243511,,,,
50.376465,1.2016724,1.2088268,0.19599138,0.17032126,92.852325,1.9599138,0.08111695,87.54342554,,,,
50.396484,1.2006714,1.2075483,0.19602314,0.17028117,91.839645,1.9602314,0.081097857,86.58864626,,,,
50.416504,1.1996704,1.2066953,0.19599402,0.16924816,90.715187,1.9599402,0.080605877,85.52847997,,,,
50.436523,1.1986694,1.2057887,0.19567175,0.16920708,89.641792,1.9567175,0.080586312,84.51645711,,,,
50.456543,1.1976686,1.2046367,0.19567849,0.16994876,88.527252,1.9567849,0.080939544,83.46564175,,,,
50.476563,1.1966676,1.2037413,0.19568324,0.17000741,87.486481,1.9568324,0.080967476,82.48437759,,,,
50.496582,1.1956666,1.2025021,0.19572625,0.16998169,86.179329,1.9572625,0.080955227,81.25196296,,,,
50.516602,1.1946656,1.2017587,0.19568238,0.16995184,85.220886,1.9568238,0.080941011,80.34831964,,,,
50.536621,1.1936646,1.2006156,0.19572751,0.16969258,84.019981,1.9572751,0.080817536,79.21607726,,,,
50.556641,1.1926637,1.1994426,0.19533405,0.16963735,82.904877,1.9533405,0.080791232,78.16473014,,,,
50.57666,1.1916627,1.1986572,0.19507416,0.16935019,81.966179,1.9507416,0.08065447,77.27970289,,,,
50.59668,1.1906617,1.1975482,0.1950462,0.16928568,80.825981,1.950462,0.080623746,76.20469654,,,,
50.616699,1.1896607,1.1963621,0.19508576,0.16935056,79.779892,1.9508576,0.080654646,75.21841844,,,,
50.636719,1.1886597,1.1955471,0.19509809,0.16936295,78.747475,1.9509809,0.080660547,74.24503064,,,,
50.656738,1.1876588,1.1945395,0.19504008,0.16936518,77.733078,1.9504008,0.080661609,73.28863253,,,,
50.676758,1.1866578,1.1935086,0.19474262,0.16841657,76.728668,1.9474262,0.080209825,72.3416504,,,,
50.696777,1.1856568,1.1924756,0.19477688,0.16809988,75.761208,1.9477688,0.080058999,71.42950563,,,,
50.716797,1.1846558,1.1912373,0.19477217,0.16716658,74.671371,1.9477217,0.079614507,70.40198086,,,,
50.736816,1.1836548,1.1903334,0.19477041,0.16714342,73.782936,1.9477041,0.079603477,69.56434278,,,,
50.756836,1.1826539,1.1891353,0.19477603,0.16719468,72.828262,1.9477603,0.07962789,68.66425296,,,,
50.776855,1.1816529,1.1880039,0.19476366,0.16714904,71.786232,1.9476366,0.079606153,67.68180179,,,,
50.796875,1.1806519,1.1873808,0.19446391,0.16775012,70.872604,1.9446391,0.079892423,66.82041113,,,,
50.816895,1.1796509,1.1863297,0.19389503,0.16874559,69.908134,1.9389503,0.080366524,65.91108541,,,,
50.836914,1.1786499,1.1852081,0.19412312,0.16842356,68.915863,1.9412312,0.080213154,64.97554823,,,,
50.856934,1.177649,1.184302,0.1941473,0.1684131,67.992264,1.941473,0.080208173,64.10475668,,,,
50.876953,1.176648,1.1831174,0.19413009,0.16837376,66.92469,1.9413009,0.080189437,63.098222,,,,
50.896973,1.175647,1.1823521,0.19414924,0.16842774,66.037476,1.9414924,0.080215145,62.26173511,,,,
50.916992,1.174646,1.1811517,0.19381009,0.1687195,64.972786,1.9381009,0.080354098,61.25791954,,,,
50.937012,1.173645,1.1800927,0.19320987,0.16873948,64.042732,1.9320987,0.080363614,60.38104205,,,,
50.957031,1.1726441,1.1791043,0.19354002,0.16868463,63.110172,1.9354002,0.080337491,59.50180185,,,,
50.977051,1.1716431,1.1780506,0.19358018,0.16777337,62.139183,1.9358018,0.079903496,58.58632986,,,,
50.99707,1.1706421,1.1768597,0.19351658,0.16775563,61.264961,1.9351658,0.079895047,57.76209214,,,,
51.01709,1.1696411,1.1760099,0.19356018,0.16780122,60.393711,1.9356018,0.07991676,56.94065649,,,,
51.037109,1.1686401,1.1748879,0.19351995,0.16774961,59.524387,1.9351995,0.07989218,56.12103673,,,,
51.057129,1.1676393,1.1737802,0.19356084,0.16686811,58.685345,1.9356084,0.079472358,55.32996756,,,,
51.077148,1.1666383,1.1727376,0.19322725,0.16655682,57.671589,1.9322725,0.079324103,54.3741738,,,,
51.097168,1.1656373,1.171743,0.19288835,0.16719243,56.816181,1.9288835,0.079626818,53.56767438,,,,
51.117188,1.1646363,1.1707627,0.19289744,0.16745776,56.031853,1.9289744,0.079753184,52.82819091,,,,
51.137207,1.1636353,1.1698842,0.19290212,0.16750269,55.145153,1.9290212,0.079774582,51.99218863,,,,
51.157227,1.1626344,1.168785,0.19288337,0.1674985,54.33041,1.9288337,0.079772587,51.22402915,,,,
51.177246,1.1616334,1.1675494,0.19290829,0.16744637,53.42836,1.9290829,0.079747759,50.37355452,,,,
51.197266,1.1606324,1.1667818,0.1922565,0.16718602,52.679565,1.922565,0.079623765,49.66757242,,,,
51.217285,1.1596314,1.1656231,0.1922763,0.16777161,51.770058,1.922763,0.079902658,48.81006715,,,,
51.237305,1.1586304,1.164717,0.19226237,0.1675082,51.054256,1.9226237,0.079777206,48.13519165,,,,
51.257324,1.1576295,1.1636021,0.19230679,0.16719064,50.381744,1.9230679,0.079625966,47.50113101,,,,
51.277344,1.1566285,1.1625206,0.19226983,0.16719836,49.436382,1.9226983,0.079629642,46.60982077,,,,
51.297363,1.1556275,1.1613812,0.19228578,0.16716756,48.542931,1.9228578,0.079614974,45.76745349,,,,
51.317383,1.1546265,1.1605051,0.19200332,0.16718593,47.695141,1.9200332,0.079623722,44.9681365,,,,
51.337402,1.1536255,1.1594576,0.19196108,0.16600974,46.901814,1.9196108,0.079063552,44.22016855,,,,
51.357422,1.1526246,1.1584276,0.19197252,0.16529146,46.341644,1.9197252,0.078721465,43.69202668,,,,
51.377441,1.1516236,1.1575849,0.19195201,0.16526115,45.584404,1.9195201,0.07870703,42.97808243,,,,
51.397461,1.1506226,1.1563261,0.1919554,0.16530746,44.712677,1.919554,0.078729085,42.15619706,,,,
51.41748,1.1496216,1.1553481,0.19193701,0.16529095,43.991154,1.9193701,0.078721222,41.47592766,,,,
51.4375,1.1486206,1.154453,0.19196311,0.16530466,43.290459,1.9196311,0.078727752,40.81529541,,,,
51.45752,1.1476197,1.1533377,0.19197398,0.16494729,42.586182,1.9197398,0.078557551,40.15128596,,,,
51.477539,1.1466187,1.1523256,0.19133514,0.16409738,41.803291,1.9133514,0.078152774,39.41315732,,,,
51.497559,1.1456177,1.1513197,0.19133656,0.16499579,41.136997,1.9133656,0.07858065,38.78495917,,,,
51.517578,1.1446167,1.150255,0.19135781,0.1650046,40.42907,1.9135781,0.078584845,38.11750841,,,,
51.537598,1.1436157,1.1494257,0.1913278,0.16500272,39.770725,1.913278,0.07858395,37.49680477,,,,
51.557617,1.1426148,1.1480926,0.19134608,0.16496243,38.931664,1.9134608,0.078564762,36.70571769,,,,
51.577637,1.1416138,1.1470555,0.19133843,0.16499914,38.247616,1.9133843,0.078582245,36.06078064,,,,
51.597656,1.1406128,1.1458333,0.19129953,0.16598664,37.526505,1.9129953,0.07905255,35.38089969,,,,
51.617676,1.1396118,1.145195,0.19040376,0.16562238,36.978054,1.9040376,0.078879068,34.86380677,,,,
51.637695,1.1386108,1.1439919,0.19067615,0.16531157,36.250782,1.9067615,0.078731043,34.17811708,,,,
51.657715,1.13761,1.143127,0.19038835,0.16530451,35.698261,1.9038835,0.07872768,33.65718687,,,,
51.677734,1.136609,1.142046,0.19039226,0.16531044,34.929539,1.9039226,0.078730504,32.93241711,,,,
51.697754,1.135608,1.1411229,0.19040206,0.16533779,34.348309,1.9040206,0.07874353,32.38441936,,,,
51.717773,1.134607,1.1399763,0.19065624,0.16528116,33.687649,1.9065624,0.07871656,31.76153308,,,,
51.737793,1.133606,1.1388564,0.19010587,0.164676,33.075546,1.9010587,0.078428347,31.18442751,,,,
51.757813,1.1326051,1.1378872,0.19042267,0.16465324,32.454414,1.9042267,0.078417507,30.59880919,,,,
51.777832,1.1316041,1.1369878,0.18976793,0.16438651,31.823925,1.8976793,0.078290475,30.00436886,,,,
51.797852,1.1306031,1.1358219,0.18977888,0.16437949,31.20414,1.8977888,0.078287131,29.42002052,,,,
51.817871,1.1296021,1.13483,0.18971726,0.16438676,30.584044,1.8971726,0.078290594,28.83537896,,,,
51.837891,1.1286011,1.1338997,0.18976635,0.16435653,30.01227,1.8976635,0.078276197,28.29629656,,,,
51.85791,1.1276002,1.1327902,0.19007811,0.16408758,29.415981,1.9007811,0.078148107,27.73410081,,,,
51.87793,1.1265992,1.1317463,0.19010344,0.1643813,28.837086,1.9010344,0.078287994,27.18830456,,,,
51.897949,1.1255982,1.1306838,0.18975385,0.16468517,28.389076,1.8975385,0.078432714,26.76590986,,,,
51.917969,1.1245972,1.1298523,0.18975347,0.16466385,27.788502,1.8975347,0.07842256,26.19967411,,,,
51.937988,1.1235962,1.1286091,0.18974248,0.16467077,27.158762,1.8974248,0.078425856,25.60593996,,,,
51.958008,1.1225953,1.1277158,0.18975668,0.16472234,26.690523,1.8975668,0.078450417,25.16447287,,,,
51.978027,1.1215943,1.1265844,0.18976906,0.16411585,25.995375,1.8976906,0.078161571,24.50907046,,,,
51.998047,1.1205933,1.1254356,0.18945745,0.16500844,25.442049,1.8945745,0.078586674,23.98738128,,,,
52.018066,1.1195923,1.1247122,0.1888577,0.16434065,24.984688,1.888577,0.078268634,23.55617023,,,,
52.038086,1.1185913,1.1233913,0.18915652,0.16347928,24.328489,1.8915652,0.077858399,22.93748988,,,,
52.058105,1.1175904,1.1224985,0.18916073,0.1634762,23.838829,1.8916073,0.077856932,22.47582655,,,,
52.078125,1.1165894,1.1213349,0.18913282,0.16347241,23.274281,1.8913282,0.077855127,21.943557,,,,
52.098145,1.1155884,1.1206205,0.18912287,0.1634977,22.814528,1.8912287,0.077867172,21.51009071,,,,
