Time,ActuatorDispl Command,ActuatorDispl,AD6 VicGauge0,AD7 VicGauge1,Load,Strain (Gauge0),Strain (Gauge1),Engr. Stress,,Specimen,LTA01,
33.660156,0.8571533,0.85500675,0.000544942,0.000436441,25.863632,0.005449416,0.000207859,24.38485996,,,,
33.680176,0.8581543,0.855937,0.000550304,0.000442416,27.50128,0.005503038,0.000210704,25.92887424,,,,
33.700195,0.8591553,0.85678148,0.000498148,0.000421403,29.272589,0.004981475,0.000200697,27.59890736,,,,
33.720215,0.86015624,0.85786998,0.000203108,0.00013916,31.187489,0.002031077,6.62759E-05,29.40432155,,,,
33.740234,0.86115724,0.85886556,0.000192983,0.000124978,32.88261,0.001929833,5.95217E-05,31.00252277,,,,
33.760254,0.86215818,0.8598361,0.003683365,-0.000495748,34.600559,0.036833654,-0.000236104,32.62224678,,,,
33.780273,0.86315918,0.86062509,-0.00012397,-0.000506801,36.376663,-0.0012397,-0.000241368,34.29680074,,,,
33.800293,0.86416018,0.86169219,-0.000121359,-0.00019279,38.129425,-0.00121359,-9.18178E-05,35.94934729,,,,
33.820313,0.86516112,0.86252189,-0.000104168,-0.000204695,39.688072,-0.001041678,-9.74877E-05,37.41887751,,,,
33.840332,0.86616212,0.86365199,-8.22E-05,-0.000182254,41.118263,-0.000822266,-8.67998E-05,38.7672963,,,,
33.860352,0.86716306,0.86468685,-8.90E-05,0.000136644,42.314774,-0.000890124,6.50779E-05,39.89539591,,,,
33.880371,0.86816406,0.86555457,-0.000401195,-0.000504949,43.460056,-0.004011954,-0.000240486,40.97519558,,,,
33.900391,0.86916506,0.86658537,-0.001597437,-0.001456402,44.602707,-0.01597437,-0.000693624,42.05251467,,,,
33.92041,0.870166,0.86745083,-0.000122808,0.000114091,45.566788,-0.001228081,5.43366E-05,42.96147364,,,,
33.94043,0.871167,0.8684321,-0.00012537,0.000143905,46.506775,-0.001253705,6.85361E-05,43.84771619,,,,
33.960449,0.87216794,0.8694737,-9.84E-05,0.000112487,47.55088,-0.000984424,5.35728E-05,44.83212373,,,,
33.980469,0.87316895,0.87032259,-7.84E-05,0.000124134,48.615398,-0.000784235,5.912E-05,45.83577713,,,,
34.000488,0.87416995,0.87154257,0.000550958,0.000427812,49.747364,0.005509577,0.000203749,46.90302215,,,,
34.020508,0.87517089,0.87242234,-8.94E-05,0.0001063,50.754265,-0.00089448,5.06265E-05,47.85235285,,,,
34.040527,0.87617189,0.87338793,0.000540565,0.00010325,51.725483,0.005405652,4.91735E-05,48.76804075,,,,
34.060547,0.87717283,0.87448633,0.000538783,9.63E-05,52.649292,0.00538783,4.58445E-05,49.6390303,,,,
34.080566,0.87817383,0.87541974,0.000530466,0.000118215,53.325596,0.005304663,5.63008E-05,50.27666613,,,,
34.100586,0.87917483,0.87649262,0.000558329,0.000107403,54.119431,0.005583292,5.11515E-05,51.02511303,,,,
34.120605,0.88017577,0.87754625,-0.00011626,-0.00017454,54.891174,-0.001162603,-8.31261E-05,51.75273106,,,,
34.140625,0.88117677,0.87857401,0.001164644,0.000733903,55.54908,0.011646438,0.000349527,52.3730208,,,,
34.160645,0.88217771,0.87965941,0.001124507,0.000696996,56.193954,0.011245066,0.00033195,52.98102366,,,,
34.180664,0.88317871,0.88050115,0.001173608,0.000739972,56.774059,0.011736075,0.000352418,53.52796074,,,,
34.200684,0.88417971,0.88188112,0.001132839,0.000730784,57.495888,0.011328389,0.000348042,54.20851864,,,,
34.220703,0.88518065,0.88267195,0.001211416,0.000746715,58.065521,0.012114164,0.000355629,54.74558245,,,,
34.240723,0.88618165,0.8835969,0.00111283,0.000737528,58.785698,0.011128299,0.000351254,55.42458281,,,,
34.260742,0.88718259,0.88477254,0.001809981,0.001361039,59.513542,0.018099814,0.000648206,56.1108118,,,,
34.280762,0.88818359,0.88572836,0.00086267,0.001028706,60.053253,0.008626698,0.00048993,56.61966443,,,,
34.300781,0.88918459,0.88659918,-6.91E-05,0.000457484,60.565022,-0.000690886,0.000217881,57.10217266,,,,
34.320801,0.89018553,0.88780618,-0.00234926,-0.001160973,61.491249,-0.023492596,-0.000552923,57.97544195,,,,
34.34082,0.89118654,0.88875073,-0.002427225,-0.001171268,61.924622,-0.02427225,-0.000557826,58.38403654,,,,
34.36084,0.89218748,0.8897239,-0.002374026,-0.001131247,62.582657,-0.023740255,-0.000538766,59.00444791,,,,
34.380859,0.89318848,0.89072442,-0.002418618,-0.001154129,63.174412,-0.024186182,-0.000549664,59.56236888,,,,
34.400879,0.89418948,0.89186609,-0.000101914,-0.000493156,63.849106,-0.001019135,-0.00023487,60.19848676,,,,
34.420898,0.89519042,0.89257646,0.0011944,0.00072411,64.535255,0.011944001,0.000344864,60.84540469,,,,
34.440918,0.89619142,0.89372849,0.001455652,0.001041436,65.195427,0.014556519,0.000495993,61.46783087,,,,
34.460938,0.89719236,0.89466679,0.00150412,0.001070004,65.748573,0.015041204,0.000509599,61.98935035,,,,
34.480957,0.89819336,0.89577276,0.001482145,0.001095896,66.525093,0.014821445,0.00052193,62.72147225,,,,
34.500977,0.89919436,0.89668292,0.001511139,0.001093297,67.127922,0.015111391,0.000520692,63.28983406,,,,
34.520996,0.9001953,0.89781523,0.001147768,0.001046524,67.744606,0.011477676,0.000498416,63.8712587,,,,
34.541016,0.9011963,0.89876252,0.000868165,0.000722005,68.302422,0.008681646,0.000343861,64.39718117,,,,
34.561035,0.90219724,0.89964676,0.002427029,0.001023641,69.024025,0.024270287,0.000487518,65.07752599,,,,
34.581055,0.90319824,0.90086138,0.002420781,0.001047714,69.687782,0.024207814,0.000498983,65.7033322,,,,
34.601074,0.90419924,0.90178359,0.002462325,0.001048627,70.241714,0.024623249,0.000499417,66.22559273,,,,
34.621094,0.90520018,0.90274203,0.00240733,0.001105757,70.951981,0.024073301,0.000526626,66.8952497,,,,
34.641113,0.90620118,0.90370941,0.001765713,0.000755167,71.644302,0.017657132,0.000359655,67.54798674,,,,
34.661133,0.90720212,0.90466475,0.001846619,0.000757181,72.206169,0.018466193,0.000360614,68.07772858,,,,
34.681152,0.90820313,0.90593696,0.001502317,0.001378952,72.886887,0.015023167,0.000656738,68.71952603,,,,
34.701172,0.90920413,0.90659773,0.001644518,0.001684713,73.526306,0.016445182,0.000802359,69.32238579,,,,
34.721191,0.91020507,0.9078306,0.00180079,0.001376993,74.246284,0.018007896,0.000655805,70.00119852,,,,
34.741211,0.91120607,0.90871531,0.001762609,0.001367086,74.788193,0.017626088,0.000651086,70.51212348,,,,
34.76123,0.91220701,0.90977347,0.001819217,0.001351222,75.602356,0.018192173,0.000643531,71.27973611,,,,
34.78125,0.91320801,0.91070867,0.001768177,0.001351506,76.08432,0.017681771,0.000643666,71.73414347,,,,
34.80127,0.91420901,0.91186023,0.001160273,0.001091196,76.843559,0.011602726,0.000519691,72.44997242,,,,
34.821289,0.91520995,0.91292953,0.001139076,0.001068114,77.524117,0.011390757,0.000508698,73.09161902,,,,
34.841309,0.91621095,0.91374087,0.00147053,0.00138242,78.032036,0.014705304,0.000658389,73.57049738,,,,
34.861328,0.91721189,0.91473377,0.00145959,0.001363097,78.822868,0.014595904,0.000649187,74.31611299,,,,
34.881348,0.91821289,0.91586745,0.001498379,0.001394925,79.388222,0.014983794,0.000664345,74.84914246,,,,
34.901367,0.91921389,0.91707265,0.001467704,0.001371261,80.115852,0.014677038,0.000653075,75.53516968,,,,
34.921387,0.92021483,0.91779327,0.002106684,0.00138386,80.7742,0.02106684,0.000659075,76.15587616,,,,
34.941406,0.92121583,0.91890812,0.004316084,0.003915577,81.45105,0.043160836,0.001864827,76.79402676,,,,
34.961426,0.92221677,0.91978389,0.002456027,0.003570696,82.175095,0.024560269,0.001700574,77.47667396,,,,
34.981445,0.92321777,0.92071772,0.0024254,0.003579713,82.83844,0.024253998,0.001704869,78.10209173,,,,
35.001465,0.92421877,0.92195868,0.002422923,0.003580819,83.557854,0.024229232,0.001705395,78.78037271,,,,
35.021484,0.92521971,0.92285907,0.002448286,0.003562465,84.279999,0.024482864,0.001696654,79.46122854,,,,
35.041504,0.92622072,0.92382288,0.002153397,0.001702754,84.847229,0.021533966,0.000810951,79.99602675,,,,
35.061523,0.92722166,0.92452645,0.002164781,0.001684681,85.578239,0.021647813,0.000802344,80.68524072,,,,
35.081543,0.92822266,0.92598873,0.002141532,0.001656346,86.449577,0.021415323,0.000788849,81.50675933,,,,
35.101563,0.92922366,0.92680234,0.002157416,0.001710148,87.019775,0.021574162,0.000814473,82.04435585,,,,
35.121582,0.9302246,0.92793202,0.002103301,0.001696054,87.820145,0.021033005,0.00080776,82.79896411,,,,
35.141602,0.9312256,0.92882383,0.002113972,0.001639232,88.448677,0.021139716,0.000780698,83.39155933,,,,
35.161621,0.93222654,0.92980015,0.002098657,0.001968583,89.188774,0.020986565,0.000937554,84.08934075,,,,
35.181641,0.93322754,0.93082029,0.004566402,0.003585802,90.026009,0.045664017,0.001707769,84.87870622,,,,
35.20166,0.93422854,0.93184221,0.00431692,0.002965602,90.579147,0.043169199,0.001412393,85.40021815,,,,
35.22168,0.93522948,0.93264776,0.004302236,0.002981384,91.319794,0.043022358,0.001419909,86.09851812,,,,
35.241699,0.93623048,0.93384314,0.004285255,0.002988874,92.197899,0.04285255,0.001423477,86.92641683,,,,
35.261719,0.93723142,0.93479174,0.004304329,0.002984885,92.870506,0.043043289,0.001421577,87.56056703,,,,
35.281738,0.93823242,0.93593615,0.0039641,0.002289655,93.657822,0.039640996,0.001090467,88.30286766,,,,
35.301758,0.93923342,0.93691206,0.003629566,0.002285096,94.375603,0.036295662,0.001088296,88.97960901,,,,
35.321777,0.94023436,0.93797958,0.002388807,0.00196997,95.107124,0.023888072,0.000938215,89.66930476,,,,
35.341797,0.94123536,0.9387511,0.002128695,0.00166227,95.783043,0.021286949,0.00079167,90.3065776,,,,
35.361816,0.9422363,0.93980926,0.002083984,0.001714366,96.520798,0.020839842,0.000816482,91.00215092,,,,
35.381836,0.9432373,0.94088173,0.002154518,0.001673548,97.233589,0.021545179,0.000797042,91.67418758,,,,
35.401855,0.94423831,0.94182765,0.002136967,0.001649557,98.01136,0.021369669,0.000785615,92.40748895,,,,
35.421875,0.94523925,0.94263542,0.002425617,0.001965143,98.885284,0.024256166,0.000935916,93.23144571,,,,
35.441895,0.94624025,0.94391263,0.00428102,0.003286012,99.618057,0.042810198,0.001564991,93.92232188,,,,
35.461914,0.94724119,0.94482994,0.00495587,0.00389247,100.31484,0.049558701,0.001853822,94.5792658,,,,
35.481934,0.94824219,0.94577408,0.004873398,0.00390962,101.17159,0.048733978,0.00186199,95.38703049,,,,
35.501953,0.94924319,0.9468925,0.004945134,0.003897259,101.89846,0.049451338,0.001856103,96.07234117,,,,
35.521973,0.95024413,0.94804049,0.004934939,0.00392191,102.57741,0.049349391,0.001867843,96.71247171,,,,
35.541992,0.95124513,0.94861269,0.004863677,0.003930279,103.36673,0.048636766,0.001871829,97.45666176,,,,
35.562012,0.95224607,0.94989437,0.003227366,0.003894411,104.3511,0.032273657,0.001854746,98.38474969,,,,
35.582031,0.95324707,0.95095336,0.002388386,0.002266425,105.01057,0.023883856,0.001079404,99.00651401,,,,
35.602051,0.95424807,0.95188951,0.002109377,0.002623123,105.77712,0.021093774,0.001249285,99.72923595,,,,
35.62207,0.95524901,0.95277327,0.002110934,0.002654199,106.59303,0.021109344,0.001264085,100.4984957,,,,
35.64209,0.95625001,0.95382071,0.002104267,0.002682761,107.43186,0.021042665,0.001277688,101.289365,,,,
35.662109,0.95725095,0.95492041,0.002149091,0.002657443,108.17449,0.021490906,0.00126563,101.9895346,,,,
35.682129,0.95825195,0.95580238,0.002438825,0.002313237,108.84801,0.024388246,0.001101699,102.6245456,,,,
35.702148,0.95925295,0.9568373,0.002770927,0.001971368,109.78809,0.027709268,0.000938881,103.5108758,,,,
35.722168,0.96025389,0.95777154,0.005573729,0.003602204,110.50332,0.055737291,0.001715581,104.185212,,,,
35.742188,0.96125489,0.95894951,0.005857552,0.004503962,111.34798,0.058575515,0.00214505,104.981578,,,,
35.762207,0.96225584,0.95972198,0.005864991,0.004491457,112.19865,0.058649909,0.002139095,105.7836103,,,,
35.782227,0.96325684,0.9608807,0.005897374,0.004524346,113.15597,0.058973739,0.002154758,106.6861948,,,,
35.802246,0.96425784,0.96182215,0.005856634,0.004535008,113.93227,0.058566341,0.002159836,107.4181093,,,,
35.822266,0.96525878,0.9628973,0.003045318,0.00264446,114.75044,0.030453177,0.001259446,108.1894998,,,,
35.842285,0.96625978,0.96393573,0.003376113,0.002986283,115.50536,0.033761133,0.001422243,108.9012567,,,,
35.862305,0.96726072,0.96494424,0.003021191,0.002303383,116.43186,0.030211906,0.001097006,109.7747834,,,,
35.882324,0.96826172,0.96590537,0.003037059,0.002661479,117.33518,0.030370594,0.001267552,110.6264554,,,,
35.902344,0.96926272,0.96684772,0.003013622,0.002614057,118.09216,0.030136216,0.001244967,111.3401546,,,,
35.922363,0.97026366,0.9679631,0.003019825,0.002667171,118.80996,0.030198249,0.001270263,112.0169138,,,,
35.942383,0.97126466,0.96880841,0.003029557,0.004234514,119.62966,0.030295565,0.002016723,112.7897469,,,,
35.962402,0.9722656,0.97005206,0.003377726,0.005498089,120.6768,0.033777256,0.002618512,113.7770159,,,,
35.982422,0.9732666,0.97085273,0.004028886,0.005454463,121.38716,0.040288856,0.002597734,114.4467605,,,,
36.002441,0.9742676,0.97199398,0.005546452,0.004508234,122.37659,0.055464515,0.002147085,115.3796191,,,,
36.022461,0.97526854,0.97290772,0.005577531,0.004518328,123.08489,0.055775307,0.002151892,116.0474216,,,,
36.04248,0.97626954,0.97377139,0.005559286,0.004546705,124.09311,0.055592861,0.002165407,116.9979959,,,,
36.0625,0.97727048,0.97473025,0.005214104,0.005188787,124.89604,0.052141035,0.002471204,117.7550177,,,,
36.08252,0.97827148,0.97571957,0.005286479,0.005154914,125.71737,0.052864794,0.002455072,118.5293876,,,,
36.102539,0.97927248,0.97691357,0.003976194,0.003585296,126.63031,0.039761942,0.001707528,119.3901296,,,,
36.122559,0.98027343,0.97784209,0.003347446,0.003924538,127.52141,0.033474462,0.001869095,120.2302803,,,,
36.142578,0.98127443,0.97879338,0.003640443,0.004180618,128.32379,0.036404433,0.001991055,120.9867836,,,,
36.162598,0.98227537,0.97971916,0.003688705,0.004250767,129.17372,0.036887045,0.002024464,121.7881183,,,,
36.182617,0.98327637,0.98089266,0.003658987,0.004214469,129.9993,0.036589869,0.002007177,122.5664951,,,,
36.202637,0.98427737,0.98176301,0.003656525,0.003914781,130.96742,0.036565252,0.001864448,123.4792622,,,,
36.222656,0.98527831,0.98277426,0.005554385,0.005179954,131.78287,0.05554385,0.002466997,124.2480882,,,,
36.242676,0.98627931,0.98390794,0.005875012,0.005442289,132.66682,0.058750119,0.002591936,125.0814977,,,,
36.262695,0.98728025,0.98475456,0.006174061,0.005442451,133.57605,0.06174061,0.002592014,125.9387418,,,,
36.282715,0.98828125,0.98597145,0.006152892,0.005466171,134.38737,0.06152892,0.00260331,126.703674,,,,
36.302734,0.98928225,0.9868288,0.006166933,0.005439287,135.25829,0.061669331,0.002590507,127.5247985,,,,
36.322754,0.99028319,0.98778504,0.006154043,0.005431415,136.24846,0.061540427,0.002586757,128.4583548,,,,
36.342773,0.99128419,0.988832,0.005902018,0.005457089,136.98184,0.059020184,0.002598985,129.1498033,,,,
36.362793,0.99228513,0.98981416,0.0039828,0.003927137,137.82799,0.039827996,0.001870332,129.9475741,,,,
36.382813,0.99328613,0.99089015,0.003961583,0.003864498,138.58507,0.039615827,0.0018405,130.6613675,,,,
36.402832,0.99428713,0.99151015,0.003961872,0.003900112,139.50195,0.039618723,0.001857462,131.5258242,,,,
36.422852,0.99528807,0.99291521,0.003947714,0.003892639,140.63385,0.039477139,0.001853902,132.593007,,,,
36.442871,0.99628907,0.99383432,0.00395529,0.003883853,141.26724,0.039552902,0.001849718,133.1901824,,,,
36.462891,0.99729002,0.99458492,0.004280411,0.003894979,142.05898,0.042804107,0.001855017,133.9366541,,,,
36.48291,0.99829102,0.99581599,0.006774424,0.005762592,142.99335,0.067744236,0.002744483,134.8176008,,,,
36.50293,0.99929202,0.99675882,0.006985145,0.00570919,143.91447,0.069851452,0.00271905,135.6860551,,,,
36.522949,1.000293,0.99773288,0.007090434,0.004529829,144.81908,0.070904344,0.00215737,136.5389434,,,,
36.542969,1.0012939,0.99883306,0.007075004,0.004496018,145.63402,0.070750043,0.002141267,137.3072886,,,,
36.562988,1.0022949,0.99978745,0.007126838,0.004497557,146.52428,0.071268384,0.002142,138.1466473,,,,
36.583008,1.0032959,1.0008335,0.007085525,0.004513593,147.46388,0.070855245,0.002149637,139.032525,,,,
36.603027,1.0042969,1.0018926,0.007114205,0.0045147,148.38652,0.07114205,0.002150164,139.9024124,,,,
36.623047,1.0052979,1.0026252,0.004581472,0.004512125,149.11238,0.045814724,0.002148938,140.5867708,,,,
36.643066,1.0062988,1.0037795,0.005863728,0.004511601,150.00613,0.058637275,0.002148688,141.42942,,,,
36.663086,1.0072998,1.0047097,0.006180513,0.004240114,150.87219,0.061805132,0.00201939,142.2459624,,,,
36.683105,1.0083008,1.0058305,0.006138279,0.004231167,151.80428,0.061382791,0.002015129,143.1247595,,,,
36.703125,1.0093018,1.0066531,0.006163995,0.0042446,152.7365,0.061639948,0.002021527,144.0036791,,,,
36.723145,1.0103028,1.0078958,0.006808781,0.004856577,153.53336,0.068087806,0.002312986,144.7549781,,,,
36.743164,1.0113037,1.008615,0.007421211,0.006642108,154.27435,0.074212113,0.003163361,145.4536014,,,,
36.763184,1.0123047,1.0097295,0.00528406,0.006357122,155.3363,0.052840598,0.003027634,146.4548337,,,,
36.783203,1.0133057,1.010798,0.005240834,0.006318978,156.12781,0.052408343,0.003009467,147.2010885,,,,
36.803223,1.0143067,1.0115991,0.005102584,0.004820514,156.9435,0.051025837,0.002295811,147.9701408,,,,
36.823242,1.0153077,1.0127864,0.005541707,0.004232654,157.77954,0.055417065,0.002015838,148.7583796,,,,
36.843262,1.0163085,1.0135915,0.005551363,0.004197624,158.679,0.055513629,0.001999154,149.6064124,,,,
36.863281,1.0173095,1.0147877,0.005566363,0.004195555,159.64574,0.055663632,0.001998169,150.5178783,,,,
36.883301,1.0183105,1.0160868,0.005562331,0.004222933,160.37881,0.055623306,0.002011208,151.2090345,,,,
36.90332,1.0193115,1.0166,0.005871826,0.005154926,161.08926,0.058718263,0.002455077,151.878864,,,,
36.92334,1.0203125,1.0176693,0.005241008,0.004824903,162.19691,0.052410075,0.002297901,152.9231833,,,,
36.943359,1.0213134,1.0187471,0.006797199,0.004515804,163.07164,0.067971991,0.00215069,153.7479,,,,
36.963379,1.0223144,1.0198687,0.006764206,0.004524454,163.91473,0.067642061,0.00215481,154.5427857,,,,
36.983398,1.0233154,1.020584,0.006799721,0.004495304,164.6223,0.067997207,0.002140927,155.2098998,,,,
37.003418,1.0243164,1.0216569,0.006767861,0.004520527,165.69568,0.067678611,0.00215294,156.2219086,,,,
37.023438,1.0253174,1.0227168,0.008046258,0.004504146,166.35979,0.080462582,0.002145138,156.8480476,,,,
37.043457,1.0263183,1.0237544,0.007642724,0.006951876,167.14043,0.076427236,0.00331089,157.5840539,,,,
37.063477,1.0273193,1.0245223,0.007087937,0.007297899,168.02657,0.070879371,0.003475687,158.4195282,,,,
37.083496,1.0283203,1.0258406,0.007101758,0.007257238,169.02512,0.071017579,0.003456321,159.3609854,,,,
37.103516,1.0293213,1.0266807,0.007100568,0.007296096,169.72414,0.071005682,0.003474828,160.0200384,,,,
37.123535,1.0303223,1.0276941,0.00711509,0.00727417,170.54758,0.071150898,0.003464386,160.7963976,,,,
37.143555,1.0313232,1.0287335,0.006486713,0.006021278,171.25101,0.064867134,0.002867685,161.4596085,,,,
37.163574,1.0323242,1.0295188,0.006755306,0.005157988,172.07845,0.067553055,0.002456536,162.239739,,,,
37.183594,1.0333252,1.0306405,0.007502535,0.005152751,172.98073,0.075025354,0.002454041,163.0904305,,,,
37.203613,1.0343262,1.031734,0.007754765,0.005437905,173.8896,0.07754765,0.002589849,163.9473352,,,,
37.223633,1.0353272,1.0326066,0.007720049,0.005443916,174.63794,0.07720049,0.002592711,164.6528883,,,,
37.243652,1.0363281,1.0337809,0.00773693,0.005445761,175.59958,0.077369302,0.00259359,165.5595458,,,,
37.263672,1.0373291,1.0345726,0.007083279,0.007248682,176.33743,0.070832791,0.003452246,166.2552087,,,,
37.283691,1.0383301,1.0356874,0.008363935,0.007897902,177.17004,0.083639352,0.003761443,167.0402136,,,,
37.303711,1.0393311,1.0366428,0.008663146,0.00784536,178.04533,0.086631458,0.003736419,167.8654583,,,,
37.32373,1.0403321,1.0378753,0.009298985,0.007905696,178.86269,0.092989849,0.003765155,168.6360851,,,,
37.34375,1.041333,1.0387788,0.009309304,0.007913338,179.59471,0.093093039,0.003768795,169.3262514,,,,
37.36377,1.042334,1.0395947,0.009285444,0.007910283,180.22363,0.092854444,0.00376734,169.9192124,,,,
37.383789,1.043335,1.0405937,0.009293917,0.007879954,181.0629,0.092939166,0.003752895,170.7104965,,,,
37.403809,1.044336,1.0414565,0.008313082,0.008204634,181.95506,0.083130822,0.003907527,171.5516466,,,,
37.423828,1.045337,1.0426581,0.007139361,0.008550951,182.81358,0.071393605,0.004072463,172.3610801,,,,
37.443848,1.0463378,1.0437953,0.007101015,0.006032673,183.56085,0.071010152,0.002873112,173.0656244,,,,
37.463867,1.0473388,1.0447319,0.007087525,0.006036107,184.16092,0.07087525,0.002874747,173.631385,,,,
37.483887,1.0483398,1.0455124,0.00709258,0.006032846,185.06738,0.070925797,0.002873194,174.4860175,,,,
37.503906,1.0493408,1.0467539,0.007048216,0.006048407,186.0213,0.070482157,0.002880605,175.3853964,,,,
37.523926,1.0503418,1.047567,0.007106335,0.006356321,186.72102,0.071063349,0.003027252,176.0451094,,,,
37.543945,1.0513427,1.0485513,0.00897875,0.008176819,187.61928,0.089787496,0.00389428,176.8920107,,,,
37.563965,1.0523437,1.0496162,0.009613808,0.00819931,188.53333,0.096138082,0.003904991,177.7537992,,,,
37.583984,1.0533447,1.0508505,0.009635635,0.008253336,189.42619,0.096356347,0.003930722,178.5956093,,,,
37.604004,1.0543457,1.0514822,0.009620002,0.008229105,190.12587,0.096200015,0.003919181,179.2552846,,,,
37.624023,1.0553467,1.0525349,0.009604106,0.008169064,191.10506,0.096041057,0.003890586,180.1784887,,,,
37.644043,1.0563476,1.0536132,0.009609282,0.008255033,192.01492,0.09609282,0.00393153,181.0363268,,,,
37.664063,1.0573486,1.0544978,0.009599256,0.00851089,192.67079,0.095992563,0.004053384,181.6546969,,,,
37.684082,1.0583496,1.055577,0.011471417,0.010100636,193.58934,0.11471417,0.004810514,182.5207282,,,,
37.704102,1.0593506,1.0565457,0.008017773,0.009450544,194.37762,0.080177728,0.004500902,183.2639377,,,,
37.724121,1.0603516,1.0575778,0.007767886,0.007022633,195.28824,0.077678864,0.003344589,184.1224923,,,,
37.744141,1.0613525,1.0586749,0.00780007,0.006957197,196.23886,0.078000696,0.003313424,185.0187599,,,,
37.76416,1.0623535,1.0594796,0.007752795,0.006956765,196.92966,0.077527948,0.003313218,185.6700629,,,,
37.78418,1.0633545,1.0605502,0.007764872,0.006978031,197.90431,0.077648722,0.003323347,186.5889866,,,,
37.804199,1.0643555,1.0616834,0.008503587,0.007583589,198.77444,0.08503587,0.003611749,187.4093663,,,,
37.824219,1.0653565,1.0626361,0.009625486,0.008885765,199.46999,0.096254861,0.004231921,188.0651477,,,,
37.844238,1.0663574,1.063625,0.009049205,0.008851466,200.44511,0.090492051,0.004215586,188.9845145,,,,
37.864258,1.0673584,1.0647255,0.009012759,0.00949187,201.17844,0.090127587,0.004520584,189.6759158,,,,
37.884277,1.0683594,1.0654126,0.008948655,0.009486192,202.05634,0.089486549,0.00451788,190.5036213,,,,
37.904297,1.0693604,1.0665812,0.00898948,0.009502793,203.09016,0.089894803,0.004525786,191.4783319,,,,
37.924316,1.0703614,1.0676626,0.008969832,0.008211438,203.79294,0.089698322,0.003910767,192.1409299,,,,
37.944336,1.0713623,1.06841,0.011429061,0.007596379,204.71271,0.11429061,0.00361784,193.0081114,,,,
37.964355,1.0723633,1.0696416,0.011770497,0.006635924,205.57939,0.11770497,0.003160415,193.8252383,,,,
37.984375,1.0733643,1.0705124,0.011796845,0.006635519,206.28104,0.11796845,0.003160222,194.486771,,,,
38.004395,1.0743653,1.0715058,0.01183448,0.006702201,207.06073,0.1183448,0.00319198,195.2218816,,,,
38.024414,1.0753663,1.0727404,0.011745012,0.006639184,207.95857,0.11745012,0.003161968,196.068387,,,,
38.044434,1.0763671,1.073542,0.008362859,0.00762521,208.63533,0.083628586,0.003631571,196.7064527,,,,
