Central Profile,,,Eastern Profile,,,Western Profile,,
-7983995.224,5599697.514,2.075119864,-7892053.224,5607635.514,2.075119864,-8084537.224,5587791.514,2.075119864
-7984008.813,5599796.586,2.075666164,-7892066.813,5607734.586,2.075666164,-8084550.813,5587890.586,2.075666164
-7984022.402,5599895.659,2.07621232,-7892080.402,5607833.659,2.07621232,-8084564.402,5587989.659,2.07621232
-7984035.991,5599994.731,2.076758332,-7892093.991,5607932.731,2.076758332,-8084577.991,5588088.731,2.076758332
-7984049.579,5600093.804,2.077304201,-7892107.579,5608031.804,2.077304201,-8084591.579,5588187.804,2.077304201
-7984063.168,5600192.876,2.077849927,-7892121.168,5608130.876,2.077849927,-8084605.168,5588286.876,2.077849927
-7984076.757,5600291.948,2.078395509,-7892134.757,5608229.948,2.078395509,-8084618.757,5588385.948,2.078395509
-7984090.346,5600391.021,2.078940948,-7892148.346,5608329.021,2.078940948,-8084632.346,5588485.021,2.078940948
-7984103.935,5600490.093,2.079486244,-7892161.935,5608428.093,2.079486244,-8084645.935,5588584.093,2.079486244
-7984117.524,5600589.166,2.080031397,-7892175.524,5608527.166,2.080031397,-8084659.524,5588683.166,2.080031397
-7984131.112,5600688.238,2.080576407,-7892189.112,5608626.238,2.080576407,-8084673.112,5588782.238,2.080576407
-7984144.701,5600787.31,2.081121275,-7892202.701,5608725.31,2.081121275,-8084686.701,5588881.31,2.081121275
-7984158.29,5600886.383,2.081665999,-7892216.29,5608824.383,2.081665999,-8084700.29,5588980.383,2.081665999
-7984171.879,5600985.455,2.082210582,-7892229.879,5608923.455,2.082210582,-8084713.879,5589079.455,2.082210582
-7984185.468,5601084.528,2.082755022,-7892243.468,5609022.528,2.082755022,-8084727.468,5589178.528,2.082755022
-7984199.057,5601183.6,2.083299319,-7892257.057,5609121.6,2.083299319,-8084741.057,5589277.6,2.083299319
-7984212.646,5601282.673,2.083843475,-7892270.646,5609220.673,2.083843475,-8084754.646,5589376.673,2.083843475
-7984226.234,5601381.745,2.084387488,-7892284.234,5609319.745,2.084387488,-8084768.234,5589475.745,2.084387488
-7984239.823,5601480.817,2.08493136,-7892297.823,5609418.817,2.08493136,-8084781.823,5589574.817,2.08493136
-7984253.412,5601579.89,2.08547509,-7892311.412,5609517.89,2.08547509,-8084795.412,5589673.89,2.08547509
-7984267.001,5601678.962,2.086018678,-7892325.001,5609616.962,2.086018678,-8084809.001,5589772.962,2.086018678
-7984280.59,5601778.035,2.086562124,-7892338.59,5609716.035,2.086562124,-8084822.59,5589872.035,2.086562124
-7984294.179,5601877.107,2.087105429,-7892352.179,5609815.107,2.087105429,-8084836.179,5589971.107,2.087105429
-7984307.767,5601976.179,2.087648592,-7892365.767,5609914.179,2.087648592,-8084849.767,5590070.179,2.087648592
-7984321.356,5602075.252,2.088191614,-7892379.356,5610013.252,2.088191614,-8084863.356,5590169.252,2.088191614
-7984334.945,5602174.324,2.088734495,-7892392.945,5610112.324,2.088734495,-8084876.945,5590268.324,2.088734495
-7984348.534,5602273.397,2.089277235,-7892406.534,5610211.397,2.089277235,-8084890.534,5590367.397,2.089277235
-7984362.123,5602372.469,2.089819834,-7892420.123,5610310.469,2.089819834,-8084904.123,5590466.469,2.089819834
-7984375.712,5602471.541,2.090362292,-7892433.712,5610409.541,2.090362292,-8084917.712,5590565.541,2.090362292
-7984389.301,5602570.614,2.09090461,-7892447.301,5610508.614,2.09090461,-8084931.301,5590664.614,2.09090461
-7984402.889,5602669.686,2.091446786,-7892460.889,5610607.686,2.091446786,-8084944.889,5590763.686,2.091446786
-7984416.478,5602768.759,2.091988823,-7892474.478,5610706.759,2.091988823,-8084958.478,5590862.759,2.091988823
-7984430.067,5602867.831,2.092530718,-7892488.067,5610805.831,2.092530718,-8084972.067,5590961.831,2.092530718
-7984443.656,5602966.904,2.093072474,-7892501.656,5610904.904,2.093072474,-8084985.656,5591060.904,2.093072474
-7984457.245,5603065.976,2.093614089,-7892515.245,5611003.976,2.093614089,-8084999.245,5591159.976,2.093614089
-7984470.834,5603165.048,2.094155565,-7892528.834,5611103.048,2.094155565,-8085012.834,5591259.048,2.094155565
-7984484.423,5603264.121,2.0946969,-7892542.423,5611202.121,2.0946969,-8085026.423,5591358.121,2.0946969
-7984498.011,5603363.193,2.095238095,-7892556.011,5611301.193,2.095238095,-8085040.011,5591457.193,2.095238095
-7984511.6,5603462.266,2.095779151,-7892569.6,5611400.266,2.095779151,-8085053.6,5591556.266,2.095779151
-7984525.189,5603561.338,2.096320067,-7892583.189,5611499.338,2.096320067,-8085067.189,5591655.338,2.096320067
-7984538.778,5603660.41,2.096860843,-7892596.778,5611598.41,2.096860843,-8085080.778,5591754.41,2.096860843
-7984552.367,5603759.483,2.097401481,-7892610.367,5611697.483,2.097401481,-8085094.367,5591853.483,2.097401481
-7984565.956,5603858.555,2.097941978,-7892623.956,5611796.555,2.097941978,-8085107.956,5591952.555,2.097941978
-7984579.544,5603957.628,2.098482337,-7892637.544,5611895.628,2.098482337,-8085121.544,5592051.628,2.098482337
-7984593.133,5604056.7,2.099022556,-7892651.133,5611994.7,2.099022556,-8085135.133,5592150.7,2.099022556
-7984606.722,5604155.773,2.099562637,-7892664.722,5612093.773,2.099562637,-8085148.722,5592249.773,2.099562637
-7984620.311,5604254.845,2.100102578,-7892678.311,5612192.845,2.100102578,-8085162.311,5592348.845,2.100102578
-7984633.9,5604353.917,2.100642381,-7892691.9,5612291.917,2.100642381,-8085175.9,5592447.917,2.100642381
-7984647.489,5604452.99,2.101182045,-7892705.489,5612390.99,2.101182045,-8085189.489,5592546.99,2.101182045
-7984661.078,5604552.062,2.101721571,-7892719.078,5612490.062,2.101721571,-8085203.078,5592646.062,2.101721571
-7984674.666,5604651.135,2.102260958,-7892732.666,5612589.135,2.102260958,-8085216.666,5592745.135,2.102260958
-7984688.255,5604750.207,2.102800206,-7892746.255,5612688.207,2.102800206,-8085230.255,5592844.207,2.102800206
-7984701.844,5604849.279,2.103339317,-7892759.844,5612787.279,2.103339317,-8085243.844,5592943.279,2.103339317
-7984715.433,5604948.352,2.103878289,-7892773.433,5612886.352,2.103878289,-8085257.433,5593042.352,2.103878289
-7984729.022,5605047.424,2.104417123,-7892787.022,5612985.424,2.104417123,-8085271.022,5593141.424,2.104417123
-7984742.611,5605146.497,2.10495582,-7892800.611,5613084.497,2.10495582,-8085284.611,5593240.497,2.10495582
-7984756.199,5605245.569,2.105494378,-7892814.199,5613183.569,2.105494378,-8085298.199,5593339.569,2.105494378
-7984769.788,5605344.641,2.106032799,-7892827.788,5613282.641,2.106032799,-8085311.788,5593438.641,2.106032799
-7984783.377,5605443.714,2.106571082,-7892841.377,5613381.714,2.106571082,-8085325.377,5593537.714,2.106571082
-7984796.966,5605542.786,2.107109228,-7892854.966,5613480.786,2.107109228,-8085338.966,5593636.786,2.107109228
-7984810.555,5605641.859,2.107647236,-7892868.555,5613579.859,2.107647236,-8085352.555,5593735.859,2.107647236
-7984824.144,5605740.931,2.108185107,-7892882.144,5613678.931,2.108185107,-8085366.144,5593834.931,2.108185107
-7984837.733,5605840.004,2.108722841,-7892895.733,5613778.004,2.108722841,-8085379.733,5593934.004,2.108722841
-7984851.321,5605939.076,2.109260437,-7892909.321,5613877.076,2.109260437,-8085393.321,5594033.076,2.109260437
-7984864.91,5606038.148,2.109797897,-7892922.91,5613976.148,2.109797897,-8085406.91,5594132.148,2.109797897
-7984878.499,5606137.221,2.11033522,-7892936.499,5614075.221,2.11033522,-8085420.499,5594231.221,2.11033522
-7984892.088,5606236.293,2.110872406,-7892950.088,5614174.293,2.110872406,-8085434.088,5594330.293,2.110872406
-7984905.677,5606335.366,2.111409455,-7892963.677,5614273.366,2.111409455,-8085447.677,5594429.366,2.111409455
-7984919.266,5606434.438,2.111946368,-7892977.266,5614372.438,2.111946368,-8085461.266,5594528.438,2.111946368
-7984932.855,5606533.51,2.112483144,-7892990.855,5614471.51,2.112483144,-8085474.855,5594627.51,2.112483144
-7984946.443,5606632.583,2.113019784,-7893004.443,5614570.583,2.113019784,-8085488.443,5594726.583,2.113019784
-7984960.032,5606731.655,2.113556288,-7893018.032,5614669.655,2.113556288,-8085502.032,5594825.655,2.113556288
-7984973.621,5606830.728,2.114092655,-7893031.621,5614768.728,2.114092655,-8085515.621,5594924.728,2.114092655
-7984987.21,5606929.8,2.114628887,-7893045.21,5614867.8,2.114628887,-8085529.21,5595023.8,2.114628887
-7985000.799,5607028.873,2.115164982,-7893058.799,5614966.873,2.115164982,-8085542.799,5595122.873,2.115164982
-7985014.388,5607127.945,2.115700942,-7893072.388,5615065.945,2.115700942,-8085556.388,5595221.945,2.115700942
-7985027.976,5607227.017,2.116236766,-7893085.976,5615165.017,2.116236766,-8085569.976,5595321.017,2.116236766
-7985041.565,5607326.09,2.116772454,-7893099.565,5615264.09,2.116772454,-8085583.565,5595420.09,2.116772454
-7985055.154,5607425.162,2.117308007,-7893113.154,5615363.162,2.117308007,-8085597.154,5595519.162,2.117308007
-7985068.743,5607524.235,2.117843425,-7893126.743,5615462.235,2.117843425,-8085610.743,5595618.235,2.117843425
-7985082.332,5607623.307,2.118378707,-7893140.332,5615561.307,2.118378707,-8085624.332,5595717.307,2.118378707
-7985095.921,5607722.379,2.118913853,-7893153.921,5615660.379,2.118913853,-8085637.921,5595816.379,2.118913853
-7985109.51,5607821.452,2.119448865,-7893167.51,5615759.452,2.119448865,-8085651.51,5595915.452,2.119448865
-7985123.098,5607920.524,2.119983742,-7893181.098,5615858.524,2.119983742,-8085665.098,5596014.524,2.119983742
-7985136.687,5608019.597,2.120518484,-7893194.687,5615957.597,2.120518484,-8085678.687,5596113.597,2.120518484
-7985150.276,5608118.669,2.121053091,-7893208.276,5616056.669,2.121053091,-8085692.276,5596212.669,2.121053091
-7985163.865,5608217.742,2.121587563,-7893221.865,5616155.742,2.121587563,-8085705.865,5596311.742,2.121587563
-7985177.454,5608316.814,2.1221219,-7893235.454,5616254.814,2.1221219,-8085719.454,5596410.814,2.1221219
-7985191.043,5608415.886,2.122656104,-7893249.043,5616353.886,2.122656104,-8085733.043,5596509.886,2.122656104
-7985204.632,5608514.959,2.123190172,-7893262.632,5616452.959,2.123190172,-8085746.632,5596608.959,2.123190172
-7985218.22,5608614.031,2.123724107,-7893276.22,5616552.031,2.123724107,-8085760.22,5596708.031,2.123724107
-7985231.809,5608713.104,2.124257907,-7893289.809,5616651.104,2.124257907,-8085773.809,5596807.104,2.124257907
-7985245.398,5608812.176,2.124791573,-7893303.398,5616750.176,2.124791573,-8085787.398,5596906.176,2.124791573
-7985258.987,5608911.248,2.125325105,-7893316.987,5616849.248,2.125325105,-8085800.987,5597005.248,2.125325105
-7985272.576,5609010.321,2.125858503,-7893330.576,5616948.321,2.125858503,-8085814.576,5597104.321,2.125858503
-7985286.165,5609109.393,2.126391768,-7893344.165,5617047.393,2.126391768,-8085828.165,5597203.393,2.126391768
-7985299.753,5609208.466,2.126924898,-7893357.753,5617146.466,2.126924898,-8085841.753,5597302.466,2.126924898
-7985313.342,5609307.538,2.127457896,-7893371.342,5617245.538,2.127457896,-8085855.342,5597401.538,2.127457896
-7985326.931,5609406.61,2.127990759,-7893384.931,5617344.61,2.127990759,-8085868.931,5597500.61,2.127990759
-7985340.52,5609505.683,2.128523489,-7893398.52,5617443.683,2.128523489,-8085882.52,5597599.683,2.128523489
-7985354.109,5609604.755,2.129056086,-7893412.109,5617542.755,2.129056086,-8085896.109,5597698.755,2.129056086
-7985367.698,5609703.828,2.12958855,-7893425.698,5617641.828,2.12958855,-8085909.698,5597797.828,2.12958855
-7985381.287,5609802.9,2.130120881,-7893439.287,5617740.9,2.130120881,-8085923.287,5597896.9,2.130120881
-7985394.875,5609901.973,2.130653078,-7893452.875,5617839.973,2.130653078,-8085936.875,5597995.973,2.130653078
-7985408.464,5610001.045,2.131185143,-7893466.464,5617939.045,2.131185143,-8085950.464,5598095.045,2.131185143
-7985422.053,5610100.117,2.131717075,-7893480.053,5618038.117,2.131717075,-8085964.053,5598194.117,2.131717075
-7985435.642,5610199.19,2.132248874,-7893493.642,5618137.19,2.132248874,-8085977.642,5598293.19,2.132248874
-7985449.231,5610298.262,2.132780541,-7893507.231,5618236.262,2.132780541,-8085991.231,5598392.262,2.132780541
-7985462.82,5610397.335,2.133312075,-7893520.82,5618335.335,2.133312075,-8086004.82,5598491.335,2.133312075
-7985476.408,5610496.407,2.133843476,-7893534.408,5618434.407,2.133843476,-8086018.408,5598590.407,2.133843476
-7985489.997,5610595.479,2.134374746,-7893547.997,5618533.479,2.134374746,-8086031.997,5598689.479,2.134374746
-7985503.586,5610694.552,2.134905883,-7893561.586,5618632.552,2.134905883,-8086045.586,5598788.552,2.134905883
-7985517.175,5610793.624,2.135436888,-7893575.175,5618731.624,2.135436888,-8086059.175,5598887.624,2.135436888
-7985530.764,5610892.697,2.135967761,-7893588.764,5618830.697,2.135967761,-8086072.764,5598986.697,2.135967761
-7985544.353,5610991.769,2.136498502,-7893602.353,5618929.769,2.136498502,-8086086.353,5599085.769,2.136498502
-7985557.942,5611090.842,2.137029112,-7893615.942,5619028.842,2.137029112,-8086099.942,5599184.842,2.137029112
-7985571.53,5611189.914,2.137559589,-7893629.53,5619127.914,2.137559589,-8086113.53,5599283.914,2.137559589
-7985585.119,5611288.986,2.138089935,-7893643.119,5619226.986,2.138089935,-8086127.119,5599382.986,2.138089935
-7985598.708,5611388.059,2.13862015,-7893656.708,5619326.059,2.13862015,-8086140.708,5599482.059,2.13862015
-7985612.297,5611487.131,2.139150233,-7893670.297,5619425.131,2.139150233,-8086154.297,5599581.131,2.139150233
-7985625.886,5611586.204,2.139680185,-7893683.886,5619524.204,2.139680185,-8086167.886,5599680.204,2.139680185
-7985639.475,5611685.276,2.140210005,-7893697.475,5619623.276,2.140210005,-8086181.475,5599779.276,2.140210005
-7985653.064,5611784.348,2.140739695,-7893711.064,5619722.348,2.140739695,-8086195.064,5599878.348,2.140739695
-7985666.652,5611883.421,2.141269253,-7893724.652,5619821.421,2.141269253,-8086208.652,5599977.421,2.141269253
-7985680.241,5611982.493,2.14179868,-7893738.241,5619920.493,2.14179868,-8086222.241,5600076.493,2.14179868
-7985693.83,5612081.566,2.142327977,-7893751.83,5620019.566,2.142327977,-8086235.83,5600175.566,2.142327977
-7985707.419,5612180.638,2.142857143,-7893765.419,5620118.638,2.142857143,-8086249.419,5600274.638,2.142857143
-7985721.008,5612279.71,2.143386178,-7893779.008,5620217.71,2.143386178,-8086263.008,5600373.71,2.143386178
-7985734.597,5612378.783,2.143915083,-7893792.597,5620316.783,2.143915083,-8086276.597,5600472.783,2.143915083
-7985748.185,5612477.855,2.144443857,-7893806.185,5620415.855,2.144443857,-8086290.185,5600571.855,2.144443857
-7985761.774,5612576.928,2.144972501,-7893819.774,5620514.928,2.144972501,-8086303.774,5600670.928,2.144972501
-7985775.363,5612676,2.145501014,-7893833.363,5620614,2.145501014,-8086317.363,5600770,2.145501014
-7985788.952,5612775.073,2.146029398,-7893846.952,5620713.073,2.146029398,-8086330.952,5600869.073,2.146029398
-7985802.541,5612874.145,2.146557651,-7893860.541,5620812.145,2.146557651,-8086344.541,5600968.145,2.146557651
-7985816.13,5612973.217,2.147085775,-7893874.13,5620911.217,2.147085775,-8086358.13,5601067.217,2.147085775
-7985829.719,5613072.29,2.147613768,-7893887.719,5621010.29,2.147613768,-8086371.719,5601166.29,2.147613768
-7985843.307,5613171.362,2.148141632,-7893901.307,5621109.362,2.148141632,-8086385.307,5601265.362,2.148141632
-7985856.896,5613270.435,2.148669366,-7893914.896,5621208.435,2.148669366,-8086398.896,5601364.435,2.148669366
-7985870.485,5613369.507,2.149196971,-7893928.485,5621307.507,2.149196971,-8086412.485,5601463.507,2.149196971
-7985884.074,5613468.579,2.149724446,-7893942.074,5621406.579,2.149724446,-8086426.074,5601562.579,2.149724446
-7985897.663,5613567.652,2.150251791,-7893955.663,5621505.652,2.150251791,-8086439.663,5601661.652,2.150251791
-7985911.252,5613666.724,2.150779008,-7893969.252,5621604.724,2.150779008,-8086453.252,5601760.724,2.150779008
-7985924.841,5613765.797,2.151306095,-7893982.841,5621703.797,2.151306095,-8086466.841,5601859.797,2.151306095
-7985938.429,5613864.869,2.151833053,-7893996.429,5621802.869,2.151833053,-8086480.429,5601958.869,2.151833053
-7985952.018,5613963.942,2.152359882,-7894010.018,5621901.942,2.152359882,-8086494.018,5602057.942,2.152359882
-7985965.607,5614063.014,2.152886582,-7894023.607,5622001.014,2.152886582,-8086507.607,5602157.014,2.152886582
-7985979.196,5614162.086,2.153413153,-7894037.196,5622100.086,2.153413153,-8086521.196,5602256.086,2.153413153
-7985992.785,5614261.159,2.153939596,-7894050.785,5622199.159,2.153939596,-8086534.785,5602355.159,2.153939596
-7986006.374,5614360.231,2.15446591,-7894064.374,5622298.231,2.15446591,-8086548.374,5602454.231,2.15446591
-7986019.962,5614459.304,2.154992095,-7894077.962,5622397.304,2.154992095,-8086561.962,5602553.304,2.154992095
-7986033.551,5614558.376,2.155518152,-7894091.551,5622496.376,2.155518152,-8086575.551,5602652.376,2.155518152
-7986047.14,5614657.448,2.156044081,-7894105.14,5622595.448,2.156044081,-8086589.14,5602751.448,2.156044081
-7986060.729,5614756.521,2.156569881,-7894118.729,5622694.521,2.156569881,-8086602.729,5602850.521,2.156569881
-7986074.318,5614855.593,2.157095553,-7894132.318,5622793.593,2.157095553,-8086616.318,5602949.593,2.157095553
-7986087.907,5614954.666,2.157621097,-7894145.907,5622892.666,2.157621097,-8086629.907,5603048.666,2.157621097
-7986101.496,5615053.738,2.158146513,-7894159.496,5622991.738,2.158146513,-8086643.496,5603147.738,2.158146513
-7986115.084,5615152.81,2.158671801,-7894173.084,5623090.81,2.158671801,-8086657.084,5603246.81,2.158671801
-7986128.673,5615251.883,2.159196962,-7894186.673,5623189.883,2.159196962,-8086670.673,5603345.883,2.159196962
-7986142.262,5615350.955,2.159721994,-7894200.262,5623288.955,2.159721994,-8086684.262,5603444.955,2.159721994
-7986155.851,5615450.028,2.160246899,-7894213.851,5623388.028,2.160246899,-8086697.851,5603544.028,2.160246899
-7986169.44,5615549.1,2.160771677,-7894227.44,5623487.1,2.160771677,-8086711.44,5603643.1,2.160771677
-7986183.029,5615648.173,2.161296327,-7894241.029,5623586.173,2.161296327,-8086725.029,5603742.173,2.161296327
-7986196.617,5615747.245,2.16182085,-7894254.617,5623685.245,2.16182085,-8086738.617,5603841.245,2.16182085
-7986210.206,5615846.317,2.162345246,-7894268.206,5623784.317,2.162345246,-8086752.206,5603940.317,2.162345246
-7986223.795,5615945.39,2.162869514,-7894281.795,5623883.39,2.162869514,-8086765.795,5604039.39,2.162869514
-7986237.384,5616044.462,2.163393656,-7894295.384,5623982.462,2.163393656,-8086779.384,5604138.462,2.163393656
-7986250.973,5616143.535,2.16391767,-7894308.973,5624081.535,2.16391767,-8086792.973,5604237.535,2.16391767
-7986264.562,5616242.607,2.164441558,-7894322.562,5624180.607,2.164441558,-8086806.562,5604336.607,2.164441558
-7986278.151,5616341.679,2.164965318,-7894336.151,5624279.679,2.164965318,-8086820.151,5604435.679,2.164965318
-7986291.739,5616440.752,2.165488953,-7894349.739,5624378.752,2.165488953,-8086833.739,5604534.752,2.165488953
-7986305.328,5616539.824,2.16601246,-7894363.328,5624477.824,2.16601246,-8086847.328,5604633.824,2.16601246
-7986318.917,5616638.897,2.166535841,-7894376.917,5624576.897,2.166535841,-8086860.917,5604732.897,2.166535841
-7986332.506,5616737.969,2.167059096,-7894390.506,5624675.969,2.167059096,-8086874.506,5604831.969,2.167059096
-7986346.095,5616837.042,2.167582224,-7894404.095,5624775.042,2.167582224,-8086888.095,5604931.042,2.167582224
-7986359.684,5616936.114,2.168105226,-7894417.684,5624874.114,2.168105226,-8086901.684,5605030.114,2.168105226
-7986373.273,5617035.186,2.168628102,-7894431.273,5624973.186,2.168628102,-8086915.273,5605129.186,2.168628102
-7986386.861,5617134.259,2.169150852,-7894444.861,5625072.259,2.169150852,-8086928.861,5605228.259,2.169150852
-7986400.45,5617233.331,2.169673476,-7894458.45,5625171.331,2.169673476,-8086942.45,5605327.331,2.169673476
-7986414.039,5617332.404,2.170195974,-7894472.039,5625270.404,2.170195974,-8086956.039,5605426.404,2.170195974
-7986427.628,5617431.476,2.170718347,-7894485.628,5625369.476,2.170718347,-8086969.628,5605525.476,2.170718347
-7986441.217,5617530.548,2.171240593,-7894499.217,5625468.548,2.171240593,-8086983.217,5605624.548,2.171240593
-7986454.806,5617629.621,2.171762714,-7894512.806,5625567.621,2.171762714,-8086996.806,5605723.621,2.171762714
-7986468.394,5617728.693,2.17228471,-7894526.394,5625666.693,2.17228471,-8087010.394,5605822.693,2.17228471
-7986481.983,5617827.766,2.17280658,-7894539.983,5625765.766,2.17280658,-8087023.983,5605921.766,2.17280658
-7986495.572,5617926.838,2.173328325,-7894553.572,5625864.838,2.173328325,-8087037.572,5606020.838,2.173328325
-7986509.161,5618025.91,2.173849945,-7894567.161,5625963.91,2.173849945,-8087051.161,5606119.91,2.173849945
-7986522.75,5618124.983,2.174371439,-7894580.75,5626062.983,2.174371439,-8087064.75,5606218.983,2.174371439
-7986536.339,5618224.055,2.174892809,-7894594.339,5626162.055,2.174892809,-8087078.339,5606318.055,2.174892809
-7986549.928,5618323.128,2.175414053,-7894607.928,5626261.128,2.175414053,-8087091.928,5606417.128,2.175414053
-7986563.516,5618422.2,2.175935173,-7894621.516,5626360.2,2.175935173,-8087105.516,5606516.2,2.175935173
-7986577.105,5618521.273,2.176456168,-7894635.105,5626459.273,2.176456168,-8087119.105,5606615.273,2.176456168
-7986590.694,5618620.345,2.176977038,-7894648.694,5626558.345,2.176977038,-8087132.694,5606714.345,2.176977038
-7986604.283,5618719.417,2.177497784,-7894662.283,5626657.417,2.177497784,-8087146.283,5606813.417,2.177497784
-7986617.872,5618818.49,2.178018405,-7894675.872,5626756.49,2.178018405,-8087159.872,5606912.49,2.178018405
-7986631.461,5618917.562,2.178538902,-7894689.461,5626855.562,2.178538902,-8087173.461,5607011.562,2.178538902
-7986645.049,5619016.635,2.179059274,-7894703.049,5626954.635,2.179059274,-8087187.049,5607110.635,2.179059274
-7986658.638,5619115.707,2.179579522,-7894716.638,5627053.707,2.179579522,-8087200.638,5607209.707,2.179579522
-7986672.227,5619214.779,2.180099646,-7894730.227,5627152.779,2.180099646,-8087214.227,5607308.779,2.180099646
-7986685.816,5619313.852,2.180619646,-7894743.816,5627251.852,2.180619646,-8087227.816,5607407.852,2.180619646
-7986699.405,5619412.924,2.181139522,-7894757.405,5627350.924,2.181139522,-8087241.405,5607506.924,2.181139522
-7986712.994,5619511.997,2.181659274,-7894770.994,5627449.997,2.181659274,-8087254.994,5607605.997,2.181659274
-7986726.583,5619611.069,2.182178902,-7894784.583,5627549.069,2.182178902,-8087268.583,5607705.069,2.182178902
-7986740.171,5619710.142,2.182698407,-7894798.171,5627648.142,2.182698407,-8087282.171,5607804.142,2.182698407
-7986753.76,5619809.214,2.183217788,-7894811.76,5627747.214,2.183217788,-8087295.76,5607903.214,2.183217788
-7986767.349,5619908.286,2.183737045,-7894825.349,5627846.286,2.183737045,-8087309.349,5608002.286,2.183737045
-7986780.938,5620007.359,2.184256179,-7894838.938,5627945.359,2.184256179,-8087322.938,5608101.359,2.184256179
-7986794.527,5620106.431,2.18477519,-7894852.527,5628044.431,2.18477519,-8087336.527,5608200.431,2.18477519
-7986808.116,5620205.504,2.185294077,-7894866.116,5628143.504,2.185294077,-8087350.116,5608299.504,2.185294077
-7986821.705,5620304.576,2.185812841,-7894879.705,5628242.576,2.185812841,-8087363.705,5608398.576,2.185812841
-7986835.293,5620403.648,2.186331483,-7894893.293,5628341.648,2.186331483,-8087377.293,5608497.648,2.186331483
-7986848.882,5620502.721,2.186850001,-7894906.882,5628440.721,2.186850001,-8087390.882,5608596.721,2.186850001
-7986862.471,5620601.793,2.187368396,-7894920.471,5628539.793,2.187368396,-8087404.471,5608695.793,2.187368396
-7986876.06,5620700.866,2.187886668,-7894934.06,5628638.866,2.187886668,-8087418.06,5608794.866,2.187886668
-7986889.649,5620799.938,2.188404818,-7894947.649,5628737.938,2.188404818,-8087431.649,5608893.938,2.188404818
-7986903.238,5620899.01,2.188922845,-7894961.238,5628837.01,2.188922845,-8087445.238,5608993.01,2.188922845
-7986916.826,5620998.083,2.189440749,-7894974.826,5628936.083,2.189440749,-8087458.826,5609092.083,2.189440749
-7986930.415,5621097.155,2.189958531,-7894988.415,5629035.155,2.189958531,-8087472.415,5609191.155,2.189958531
-7986944.004,5621196.228,2.19047619,-7895002.004,5629134.228,2.19047619,-8087486.004,5609290.228,2.19047619
-7986957.593,5621295.3,2.190993728,-7895015.593,5629233.3,2.190993728,-8087499.593,5609389.3,2.190993728
-7986971.182,5621394.373,2.191511143,-7895029.182,5629332.373,2.191511143,-8087513.182,5609488.373,2.191511143
-7986984.771,5621493.445,2.192028436,-7895042.771,5629431.445,2.192028436,-8087526.771,5609587.445,2.192028436
-7986998.36,5621592.517,2.192545606,-7895056.36,5629530.517,2.192545606,-8087540.36,5609686.517,2.192545606
-7987011.948,5621691.59,2.193062655,-7895069.948,5629629.59,2.193062655,-8087553.948,5609785.59,2.193062655
-7987025.537,5621790.662,2.193579582,-7895083.537,5629728.662,2.193579582,-8087567.537,5609884.662,2.193579582
-7987039.126,5621889.735,2.194096387,-7895097.126,5629827.735,2.194096387,-8087581.126,5609983.735,2.194096387
-7987052.715,5621988.807,2.194613071,-7895110.715,5629926.807,2.194613071,-8087594.715,5610082.807,2.194613071
-7987066.304,5622087.879,2.195129633,-7895124.304,5630025.879,2.195129633,-8087608.304,5610181.879,2.195129633
-7987079.893,5622186.952,2.195646073,-7895137.893,5630124.952,2.195646073,-8087621.893,5610280.952,2.195646073
-7987093.482,5622286.024,2.196162392,-7895151.482,5630224.024,2.196162392,-8087635.482,5610380.024,2.196162392
-7987107.07,5622385.097,2.196678589,-7895165.07,5630323.097,2.196678589,-8087649.07,5610479.097,2.196678589
-7987120.659,5622484.169,2.197194666,-7895178.659,5630422.169,2.197194666,-8087662.659,5610578.169,2.197194666
-7987134.248,5622583.242,2.197710621,-7895192.248,5630521.242,2.197710621,-8087676.248,5610677.242,2.197710621
-7987147.837,5622682.314,2.198226455,-7895205.837,5630620.314,2.198226455,-8087689.837,5610776.314,2.198226455
-7987161.426,5622781.386,2.198742168,-7895219.426,5630719.386,2.198742168,-8087703.426,5610875.386,2.198742168
-7987175.015,5622880.459,2.19925776,-7895233.015,5630818.459,2.19925776,-8087717.015,5610974.459,2.19925776
-7987188.603,5622979.531,2.199773231,-7895246.603,5630917.531,2.199773231,-8087730.603,5611073.531,2.199773231
-7987202.192,5623078.604,2.200288581,-7895260.192,5631016.604,2.200288581,-8087744.192,5611172.604,2.200288581
-7987215.781,5623177.676,2.200803811,-7895273.781,5631115.676,2.200803811,-8087757.781,5611271.676,2.200803811
-7987229.37,5623276.748,2.20131892,-7895287.37,5631214.748,2.20131892,-8087771.37,5611370.748,2.20131892
-7987242.959,5623375.821,2.201833909,-7895300.959,5631313.821,2.201833909,-8087784.959,5611469.821,2.201833909
-7987256.548,5623474.893,2.202348777,-7895314.548,5631412.893,2.202348777,-8087798.548,5611568.893,2.202348777
-7987270.137,5623573.966,2.202863525,-7895328.137,5631511.966,2.202863525,-8087812.137,5611667.966,2.202863525
-7987283.725,5623673.038,2.203378153,-7895341.725,5631611.038,2.203378153,-8087825.725,5611767.038,2.203378153
-7987297.314,5623772.11,2.20389266,-7895355.314,5631710.11,2.20389266,-8087839.314,5611866.11,2.20389266
-7987310.903,5623871.183,2.204407047,-7895368.903,5631809.183,2.204407047,-8087852.903,5611965.183,2.204407047
